querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
40_50.bin.27.strict.fa,20_30.bin.182.strict.fa,1588615,13554,0.67879695,0.6911797,0.991468,2340339,2298411,0.691179689,98
40_50.bin.27.strict.fa,40_50.bin.27.strict.fa,2297788,160,0.9997289,0.9997289,0.9999304,2298411,2298411,0.999728943,98
40_50.bin.27.strict.fa,50_60.bin.165.strict.fa,1785388,16788,0.62430257,0.7767923,0.990597,2859812,2298411,0.776792314,98
40_50.bin.27.strict.fa,5_10.bin.92.strict.fa,1763630,14227,0.65187156,0.76732576,0.9919331,2705487,2298411,0.767325774,98
40_50.bin.27.strict.fa,60_80.bin.165.strict.fa,1730478,16467,0.6364808,0.7529019,0.9904841,2718822,2298411,0.752901896,98
40_50.bin.27.strict.fa,80_100.bin.68.permissive.fa,1389724,12455,0.68672264,0.60464555,0.9910378,2023705,2298411,0.68672262,98
50_60.bin.165.strict.fa,10_15.bin.6.strict.fa,2419453,13339,0.87558144,0.8460182,0.99448675,2763253,2859812,0.875581425,98
50_60.bin.165.strict.fa,15_20.bin.53.strict.fa,2396677,12430,0.8808139,0.83805406,0.9948137,2720980,2859812,0.880813898,98
50_60.bin.165.strict.fa,20_30.bin.182.strict.fa,2065166,12480,0.88242173,0.72213346,0.9939569,2340339,2859812,0.882421735,98
50_60.bin.165.strict.fa,40_50.bin.27.strict.fa,1784971,16755,0.7766109,0.6241568,0.9906133,2298411,2859812,0.776610885,98
50_60.bin.165.strict.fa,50_60.bin.165.strict.fa,2859483,70,0.99988496,0.99988496,0.9999755,2859812,2859812,0.999884957,98
50_60.bin.165.strict.fa,5_10.bin.92.strict.fa,2410436,12344,0.89094347,0.84286517,0.99487895,2705487,2859812,0.890943479,98
50_60.bin.165.strict.fa,60_80.bin.165.strict.fa,2651897,8391,0.97538453,0.92729765,0.9968358,2718822,2859812,0.97538456,98
50_60.bin.165.strict.fa,80_100.bin.68.permissive.fa,1799396,11965,0.88915926,0.6292008,0.99335057,2023705,2859812,0.88915924,98
5_10.bin.92.strict.fa,10_15.bin.6.strict.fa,2458520,11006,0.8897195,0.90871626,0.99552333,2763253,2705487,0.90871625,98
5_10.bin.92.strict.fa,15_20.bin.53.strict.fa,2410791,10063,0.886001,0.8910747,0.9958258,2720980,2705487,0.891074694,98
5_10.bin.92.strict.fa,20_30.bin.182.strict.fa,2053959,10832,0.8776331,0.75918275,0.9947263,2340339,2705487,0.877633112,98
5_10.bin.92.strict.fa,40_50.bin.27.strict.fa,1763540,14262,0.7672866,0.6518383,0.99191284,2298411,2705487,0.767286617,98
5_10.bin.92.strict.fa,50_60.bin.165.strict.fa,2411534,12504,0.84324914,0.8913493,0.99481493,2859812,2705487,0.891349321,98
5_10.bin.92.strict.fa,5_10.bin.92.strict.fa,2705325,40,0.9999401,0.9999401,0.9999852,2705487,2705487,0.999940122,98
5_10.bin.92.strict.fa,60_80.bin.165.strict.fa,2347373,12371,0.8633787,0.8676342,0.9947299,2718822,2705487,0.867634182,98
5_10.bin.92.strict.fa,80_100.bin.68.permissive.fa,1760271,8968,0.8698259,0.65063,0.99490535,2023705,2705487,0.869825889,98
60_80.bin.165.strict.fa,10_15.bin.6.strict.fa,2349596,13261,0.8503007,0.86419636,0.99435604,2763253,2718822,0.864196332,98
60_80.bin.165.strict.fa,15_20.bin.53.strict.fa,2328493,12470,0.85575527,0.8564345,0.9946446,2720980,2718822,0.856434515,98
60_80.bin.165.strict.fa,20_30.bin.182.strict.fa,2011645,12458,0.8595528,0.7398958,0.9938071,2340339,2718822,0.859552825,98
60_80.bin.165.strict.fa,40_50.bin.27.strict.fa,1730281,16499,0.7528162,0.6364083,0.99046457,2298411,2718822,0.752816185,98
60_80.bin.165.strict.fa,50_60.bin.165.strict.fa,2652952,8537,0.92766654,0.9757726,0.99678206,2859812,2718822,0.975772596,98
60_80.bin.165.strict.fa,5_10.bin.92.strict.fa,2347311,12368,0.8676113,0.8633559,0.994731,2705487,2718822,0.867611266,98
60_80.bin.165.strict.fa,60_80.bin.165.strict.fa,2718472,70,0.99987125,0.99987125,0.99997425,2718822,2718822,0.999871268,98
60_80.bin.165.strict.fa,80_100.bin.68.permissive.fa,1747233,11555,0.86338323,0.6426434,0.9933867,2023705,2718822,0.86338325,98
80_100.bin.68.permissive.fa,10_15.bin.6.strict.fa,1793409,9403,0.6490209,0.8862008,0.99475694,2763253,2023705,0.886200805,98
80_100.bin.68.permissive.fa,15_20.bin.53.strict.fa,1795048,9739,0.6597064,0.8870107,0.99457455,2720980,2023705,0.887010706,98
80_100.bin.68.permissive.fa,20_30.bin.182.strict.fa,1723290,10048,0.7363421,0.851552,0.9941693,2340339,2023705,0.85155198,98
80_100.bin.68.permissive.fa,40_50.bin.27.strict.fa,1389870,12566,0.6047091,0.68679476,0.99095887,2298411,2023705,0.686794765,98
80_100.bin.68.permissive.fa,50_60.bin.165.strict.fa,1800524,12074,0.6295952,0.8897166,0.9932942,2859812,2023705,0.889716634,98
80_100.bin.68.permissive.fa,5_10.bin.92.strict.fa,1760247,8968,0.6506211,0.86981404,0.99490523,2705487,2023705,0.869814029,98
80_100.bin.68.permissive.fa,60_80.bin.165.strict.fa,1747321,11647,0.64267576,0.86342674,0.99333435,2718822,2023705,0.863426735,98
80_100.bin.68.permissive.fa,80_100.bin.68.permissive.fa,2023265,175,0.99978256,0.99978256,0.9999135,2023705,2023705,0.999782577,98
10_15.bin.76.strict.fa,10_15.bin.76.strict.fa,2094962,100,0.99981624,0.99981624,0.99995226,2095347,2095347,0.99981626,108
10_15.bin.76.strict.fa,20_30.bin.20.strict.fa,1759136,168381,0.736022,0.839544,0.904282,2390059,2095347,0.839543999,108
10_15.bin.76.strict.fa,30_40.bin.144.strict.fa,1802728,169601,0.7407072,0.86034817,0.9059198,2433793,2095347,0.860348191,108
20_30.bin.20.strict.fa,10_15.bin.76.strict.fa,1761823,168421,0.8408264,0.73714626,0.9044053,2095347,2390059,0.840826364,108
20_30.bin.20.strict.fa,20_30.bin.20.strict.fa,2389697,60,0.99984854,0.99984854,0.9999749,2390059,2390059,0.999848539,108
20_30.bin.20.strict.fa,30_40.bin.144.strict.fa,2199160,11821,0.9035937,0.9201279,0.9946248,2433793,2390059,0.920127913,108
30_40.bin.144.strict.fa,10_15.bin.76.strict.fa,1805425,169349,0.8616353,0.7418153,0.90619993,2095347,2433793,0.861635328,108
30_40.bin.144.strict.fa,20_30.bin.20.strict.fa,2199193,11789,0.9201417,0.90360725,0.9946394,2390059,2433793,0.92014172,108
30_40.bin.144.strict.fa,30_40.bin.144.strict.fa,2433612,39,0.9999256,0.9999256,0.99998397,2433793,2433793,0.99992563,108
10_15.bin.78.strict.fa,10_15.bin.78.strict.fa,2102342,190,0.99970615,0.99970615,0.99990964,2102960,2102960,0.999706129,199
10_15.bin.81.permissive.fa,10_15.bin.81.permissive.fa,655903,10,0.99998015,0.99998015,0.99998474,655916,655916,0.99998018,227
10_15.bin.83.orig.fa,10_15.bin.83.orig.fa,3967736,0,0.999397,0.999397,1,3970130,3970130,0.999396997,128
10_15.bin.83.orig.fa,15_20.bin.103.orig.fa,1392917,29551,0.42223105,0.3508492,0.9787848,3298945,3970130,0.422231047,128
10_15.bin.83.orig.fa,20_30.bin.190.orig.fa,1697450,42145,0.43390393,0.42755526,0.97517157,3912041,3970130,0.433903939,128
15_20.bin.103.orig.fa,10_15.bin.83.orig.fa,1397508,30204,0.3520056,0.4236227,0.97838724,3970130,3298945,0.423622704,128
15_20.bin.103.orig.fa,15_20.bin.103.orig.fa,3297704,0,0.99962384,0.99962384,1,3298945,3298945,0.999623819,128
15_20.bin.103.orig.fa,20_30.bin.190.orig.fa,1725506,32705,0.44107565,0.5230478,0.98104614,3912041,3298945,0.523047823,128
20_30.bin.190.orig.fa,10_15.bin.83.orig.fa,1697395,41967,0.4275414,0.43388987,0.97527564,3970130,3912041,0.43388988,128
20_30.bin.190.orig.fa,15_20.bin.103.orig.fa,1719514,31676,0.5212315,0.43954396,0.9815785,3298945,3912041,0.521231485,128
20_30.bin.190.orig.fa,20_30.bin.190.orig.fa,3910619,0,0.99963653,0.99963653,1,3912041,3912041,0.999636507,128
10_15.bin.97.strict.fa,10_15.bin.97.strict.fa,2352952,140,0.9997599,0.9997599,0.9999405,2353517,2353517,0.999759934,160
10_15.bin.97.strict.fa,15_20.bin.80.orig.fa,1118500,11749,0.54691166,0.4752462,0.98949575,2045120,2353517,0.546911673,160
10_15.bin.97.strict.fa,20_30.bin.5.orig.fa,1482683,18009,0.39659074,0.6299861,0.98785377,3738572,2353517,0.629986102,160
10_15.bin.97.strict.fa,5_10.bin.49.strict.fa,1433329,18139,0.48913303,0.60901576,0.98734486,2930346,2353517,0.609015784,160
15_20.bin.80.orig.fa,10_15.bin.97.strict.fa,1118661,11766,0.47531462,0.5469904,0.98948205,2353517,2045120,0.546990397,160
15_20.bin.80.orig.fa,15_20.bin.80.orig.fa,2044641,0,0.9997658,0.9997658,1,2045120,2045120,0.999765784,160
15_20.bin.80.orig.fa,20_30.bin.5.orig.fa,1559583,16334,0.4171601,0.76258755,0.9895267,3738572,2045120,0.762587525,160
15_20.bin.80.orig.fa,5_10.bin.49.strict.fa,1359227,16615,0.46384522,0.6646197,0.98777616,2930346,2045120,0.66461968,160
20_30.bin.5.orig.fa,10_15.bin.97.strict.fa,1482197,17994,0.6297796,0.39646074,0.9878599,2353517,3738572,0.629779602,160
20_30.bin.5.orig.fa,15_20.bin.80.orig.fa,1559124,16374,0.7623631,0.4170373,0.98949796,2045120,3738572,0.762363089,160
20_30.bin.5.orig.fa,20_30.bin.5.orig.fa,3737621,0,0.9997456,0.9997456,1,3738572,3738572,0.999745625,160
20_30.bin.5.orig.fa,5_10.bin.49.strict.fa,1844470,25859,0.6294376,0.49336216,0.9859803,2930346,3738572,0.629437616,160
5_10.bin.49.strict.fa,10_15.bin.97.strict.fa,1433438,18132,0.6090621,0.48917022,0.9873507,2353517,2930346,0.609062097,160
5_10.bin.49.strict.fa,15_20.bin.80.orig.fa,1359146,16642,0.66458005,0.4638176,0.98775554,2045120,2930346,0.664580074,160
5_10.bin.49.strict.fa,20_30.bin.5.orig.fa,1844085,25695,0.4932592,0.62930626,0.9860663,3738572,2930346,0.629306232,160
5_10.bin.49.strict.fa,5_10.bin.49.strict.fa,2929661,160,0.99976623,0.99976623,0.9999454,2930346,2930346,0.999766239,160
10_15.bin.99.orig.fa,10_15.bin.99.orig.fa,4395747,0,0.99990606,0.99990606,1,4396160,4396160,0.999906054,136
10_15.bin.99.orig.fa,15_20.bin.33.strict.fa,4304489,10623,0.6657302,0.9791475,0.9975321,6465816,4396160,0.979147483,136
15_20.bin.33.strict.fa,10_15.bin.99.orig.fa,4303520,10672,0.9789271,0.66558033,0.99752015,4396160,6465816,0.978927064,136
15_20.bin.33.strict.fa,15_20.bin.33.strict.fa,6465138,265,0.99989516,0.99989516,0.999959,6465816,6465816,0.999895141,136
15_20.bin.101.strict.fa,15_20.bin.101.strict.fa,727363,40,0.9997045,0.9997045,0.999945,727578,727578,0.999704499,21
15_20.bin.101.strict.fa,20_30.bin.88.strict.fa,609056,5707,0.35474643,0.8371006,0.99062973,1716877,727578,0.837100627,21
15_20.bin.101.strict.fa,30_40.bin.147.strict.fa,607499,6162,0.36943057,0.83496064,0.9898568,1644420,727578,0.83496065,21
15_20.bin.101.strict.fa,40_50.bin.98.strict.fa,592857,5738,0.37868083,0.8148363,0.99032146,1565585,727578,0.814836347,21
15_20.bin.101.strict.fa,80_100.bin.98.strict.fa,558932,5848,0.40937772,0.76820904,0.9895372,1365321,727578,0.768209044,21
20_30.bin.88.strict.fa,15_20.bin.101.strict.fa,609302,5734,0.83743876,0.35488972,0.99058926,727578,1716877,0.837438735,21
20_30.bin.88.strict.fa,20_30.bin.88.strict.fa,1716736,50,0.99991786,0.99991786,0.99997085,1716877,1716877,0.999917874,21
20_30.bin.88.strict.fa,30_40.bin.147.strict.fa,1542895,6322,0.9382609,0.8986637,0.9959025,1644420,1716877,0.938260907,21
20_30.bin.88.strict.fa,40_50.bin.98.strict.fa,1471117,6250,0.9396596,0.85685635,0.9957515,1565585,1716877,0.939659616,21
20_30.bin.88.strict.fa,80_100.bin.98.strict.fa,1237473,7208,0.9063605,0.72076976,0.99417526,1365321,1716877,0.906360482,21
30_40.bin.147.strict.fa,15_20.bin.101.strict.fa,607548,6150,0.835028,0.36946034,0.98987734,727578,1644420,0.835027997,21
30_40.bin.147.strict.fa,20_30.bin.88.strict.fa,1542541,6281,0.89845747,0.9380456,0.99592817,1716877,1644420,0.938045633,21
30_40.bin.147.strict.fa,30_40.bin.147.strict.fa,1644229,60,0.99988383,0.99988383,0.9999635,1644420,1644420,0.99988385,21
30_40.bin.147.strict.fa,40_50.bin.98.strict.fa,1457773,5146,0.9311363,0.8864968,0.99647,1565585,1644420,0.931136285,21
30_40.bin.147.strict.fa,80_100.bin.98.strict.fa,1217869,5985,0.8920019,0.740607,0.99508566,1365321,1644420,0.892001954,21
40_50.bin.98.strict.fa,15_20.bin.101.strict.fa,594386,5925,0.81693786,0.37965745,0.9900317,727578,1565585,0.81693784,21
40_50.bin.98.strict.fa,20_30.bin.88.strict.fa,1472090,6257,0.8574231,0.9402811,0.9957496,1716877,1565585,0.940281109,21
40_50.bin.98.strict.fa,30_40.bin.147.strict.fa,1457638,5161,0.88641465,0.93105006,0.99645936,1644420,1565585,0.931050055,21
40_50.bin.98.strict.fa,40_50.bin.98.strict.fa,1565505,0,0.9999489,0.9999489,1,1565585,1565585,0.999948901,21
40_50.bin.98.strict.fa,80_100.bin.98.strict.fa,1185584,6212,0.8683555,0.75727856,0.9947604,1365321,1565585,0.8683555,21
80_100.bin.98.strict.fa,15_20.bin.101.strict.fa,558959,5850,0.7682462,0.40939748,0.98953414,727578,1365321,0.768246154,21
80_100.bin.98.strict.fa,20_30.bin.88.strict.fa,1237688,7234,0.720895,0.906518,0.9941552,1716877,1365321,0.906517954,21
80_100.bin.98.strict.fa,30_40.bin.147.strict.fa,1217924,6086,0.74064046,0.8920422,0.995003,1644420,1365321,0.892042238,21
80_100.bin.98.strict.fa,40_50.bin.98.strict.fa,1185539,6198,0.75724983,0.86832255,0.994772,1565585,1365321,0.868322541,21
80_100.bin.98.strict.fa,80_100.bin.98.strict.fa,1365134,30,0.999863,0.999863,0.999978,1365321,1365321,0.999863036,21
15_20.bin.10.permissive.fa,15_20.bin.10.permissive.fa,968804,90,0.99936455,0.99936455,0.9999071,969420,969420,0.999364569,59
15_20.bin.110.strict.fa,15_20.bin.110.strict.fa,2441415,149,0.99978626,0.99978626,0.99993896,2441937,2441937,0.999786235,53
15_20.bin.110.strict.fa,50_60.bin.136.orig.fa,1399739,20939,0.4909682,0.5732085,0.9850408,2850977,2441937,0.573208482,53
15_20.bin.110.strict.fa,60_80.bin.136.orig.fa,1399739,20939,0.4909682,0.5732085,0.9850408,2850977,2441937,0.573208482,53
50_60.bin.136.orig.fa,15_20.bin.110.strict.fa,1398334,20663,0.57263315,0.49047536,0.9852231,2441937,2850977,0.572633119,53
50_60.bin.136.orig.fa,50_60.bin.136.orig.fa,2850048,0,0.99967414,0.99967414,1,2850977,2850977,0.999674147,53
50_60.bin.136.orig.fa,60_80.bin.136.orig.fa,2850048,0,0.99967414,0.99967414,1,2850977,2850977,0.999674147,53
60_80.bin.136.orig.fa,15_20.bin.110.strict.fa,1398334,20663,0.57263315,0.49047536,0.9852231,2441937,2850977,0.572633119,53
60_80.bin.136.orig.fa,50_60.bin.136.orig.fa,2850048,0,0.99967414,0.99967414,1,2850977,2850977,0.999674147,53
60_80.bin.136.orig.fa,60_80.bin.136.orig.fa,2850048,0,0.99967414,0.99967414,1,2850977,2850977,0.999674147,53
15_20.bin.116.strict.fa,15_20.bin.116.strict.fa,2431849,120,0.99975455,0.99975455,0.99995065,2432446,2432446,0.999754568,174
15_20.bin.11.strict.fa,15_20.bin.11.strict.fa,3355710,370,0.99953145,0.99953145,0.99988973,3357283,3357283,0.999531466,127
15_20.bin.11.strict.fa,20_30.bin.50.orig.fa,2038860,28604,0.4425908,0.6072946,0.9859706,4606648,3357283,0.607294649,127
15_20.bin.11.strict.fa,30_40.bin.142.orig.fa,1735699,24625,0.5261633,0.51699513,0.9858126,3298784,3357283,0.526163277,127
15_20.bin.11.strict.fa,40_50.bin.145.strict.fa,1971060,28173,0.5202965,0.58709973,0.9857067,3788340,3357283,0.587099747,127
15_20.bin.11.strict.fa,50_60.bin.110.strict.fa,1724636,25258,0.50847954,0.5136999,0.9853546,3391751,3357283,0.513699917,127
15_20.bin.11.strict.fa,60_80.bin.110.strict.fa,1559456,22068,0.5191182,0.4644994,0.9858489,3004048,3357283,0.519118203,127
20_30.bin.50.orig.fa,15_20.bin.11.strict.fa,2038566,28607,0.60720706,0.44252697,0.9859671,3357283,4606648,0.607207078,127
20_30.bin.50.orig.fa,20_30.bin.50.orig.fa,4605538,0,0.999759,0.999759,1,4606648,4606648,0.999759044,127
20_30.bin.50.orig.fa,30_40.bin.142.orig.fa,2808084,32239,0.8512482,0.60957205,0.9885192,3298784,4606648,0.851248218,127
20_30.bin.50.orig.fa,40_50.bin.145.strict.fa,3115423,37140,0.82237154,0.6762885,0.98807865,3788340,4606648,0.82237154,127
20_30.bin.50.orig.fa,50_60.bin.110.strict.fa,2770724,34910,0.8169008,0.60146207,0.9874004,3391751,4606648,0.816900769,127
20_30.bin.50.orig.fa,60_80.bin.110.strict.fa,2521810,31473,0.8394706,0.5474284,0.9875197,3004048,4606648,0.839470608,127
30_40.bin.142.orig.fa,15_20.bin.11.strict.fa,1735738,24670,0.51700675,0.5261751,0.98578703,3357283,3298784,0.5261751,127
30_40.bin.142.orig.fa,20_30.bin.50.orig.fa,2808437,32281,0.6096487,0.85135525,0.9885057,4606648,3298784,0.851355227,127
30_40.bin.142.orig.fa,30_40.bin.142.orig.fa,3297993,0,0.9997602,0.9997602,1,3298784,3298784,0.999760215,127
30_40.bin.142.orig.fa,40_50.bin.145.strict.fa,2575657,33707,0.6798907,0.78078985,0.98691326,3788340,3298784,0.78078983,127
30_40.bin.142.orig.fa,50_60.bin.110.strict.fa,2260611,30683,0.66650265,0.68528616,0.9864271,3391751,3298784,0.685286154,127
30_40.bin.142.orig.fa,60_80.bin.110.strict.fa,2057247,27590,0.68482494,0.623638,0.9865889,3004048,3298784,0.684824943,127
40_50.bin.145.strict.fa,15_20.bin.11.strict.fa,1970917,28177,0.5870572,0.5202587,0.9857036,3357283,3788340,0.587057153,127
40_50.bin.145.strict.fa,20_30.bin.50.orig.fa,3116534,37175,0.67652965,0.8226648,0.9880717,4606648,3788340,0.822664808,127
40_50.bin.145.strict.fa,30_40.bin.142.orig.fa,2575923,33704,0.78087044,0.6799609,0.98691577,3298784,3788340,0.780870466,127
40_50.bin.145.strict.fa,40_50.bin.145.strict.fa,3787531,180,0.99978644,0.99978644,0.9999525,3788340,3788340,0.99978645,127
40_50.bin.145.strict.fa,50_60.bin.110.strict.fa,2516868,34747,0.74205565,0.66437227,0.9861944,3391751,3788340,0.742055652,127
40_50.bin.145.strict.fa,60_80.bin.110.strict.fa,2274423,30792,0.7571194,0.6003746,0.98646164,3004048,3788340,0.757119394,127
50_60.bin.110.strict.fa,15_20.bin.11.strict.fa,1724568,25211,0.5136797,0.5084595,0.98538125,3357283,3391751,0.513679663,127
50_60.bin.110.strict.fa,20_30.bin.50.orig.fa,2771154,35141,0.6015554,0.81702757,0.987319,4606648,3391751,0.817027547,127
50_60.bin.110.strict.fa,30_40.bin.142.orig.fa,2260702,30633,0.68531376,0.6665295,0.9864498,3298784,3391751,0.68531374,127
50_60.bin.110.strict.fa,40_50.bin.145.strict.fa,2516817,34697,0.6643588,0.74204063,0.9862139,3788340,3391751,0.742040616,127
50_60.bin.110.strict.fa,50_60.bin.110.strict.fa,3390876,269,0.99974203,0.99974203,0.99992067,3391751,3391751,0.999742021,127
50_60.bin.110.strict.fa,60_80.bin.110.strict.fa,2734001,18820,0.91010565,0.8060736,0.9931163,3004048,3391751,0.910105631,127
60_80.bin.110.strict.fa,15_20.bin.11.strict.fa,1559502,22063,0.46451312,0.5191335,0.98585254,3357283,3004048,0.519133516,127
60_80.bin.110.strict.fa,20_30.bin.50.orig.fa,2521823,31460,0.54743123,0.8394749,0.9875249,4606648,3004048,0.839474935,127
60_80.bin.110.strict.fa,30_40.bin.142.orig.fa,2057228,27590,0.62363225,0.6848186,0.9865888,3298784,3004048,0.684818618,127
60_80.bin.110.strict.fa,40_50.bin.145.strict.fa,2274666,30872,0.6004387,0.7572003,0.9864279,3788340,3004048,0.757200284,127
60_80.bin.110.strict.fa,50_60.bin.110.strict.fa,2733927,18831,0.8060518,0.91008097,0.9931121,3391751,3004048,0.910080997,127
60_80.bin.110.strict.fa,60_80.bin.110.strict.fa,3003163,90,0.9997054,0.9997054,0.99997,3004048,3004048,0.999705398,127
15_20.bin.14.permissive.fa,15_20.bin.14.permissive.fa,4690213,345,0.9996635,0.9996635,0.99992645,4691792,4691792,0.999663455,75
15_20.bin.153.permissive.fa,15_20.bin.153.permissive.fa,1281061,210,0.99966526,0.99966526,0.9998361,1281490,1281490,0.999665233,85
15_20.bin.153.permissive.fa,5_10.bin.18.strict.fa,792776,5891,0.3366348,0.61863613,0.99256915,2355003,1281490,0.618636119,85
5_10.bin.18.strict.fa,15_20.bin.153.permissive.fa,793173,5875,0.6189459,0.3368034,0.99259305,1281490,2355003,0.618945915,85
5_10.bin.18.strict.fa,5_10.bin.18.strict.fa,2354277,286,0.9996917,0.9996917,0.9998785,2355003,2355003,0.99969172,85
15_20.bin.155.orig.fa,15_20.bin.155.orig.fa,1386261,0,0.9998514,0.9998514,1,1386467,1386467,0.999851421,8
15_20.bin.168.strict.fa,15_20.bin.168.strict.fa,2163780,30,0.99992007,0.99992007,0.9999861,2163953,2163953,0.999920054,122
15_20.bin.16.orig.fa,15_20.bin.16.orig.fa,2202559,0,0.9997508,0.9997508,1,2203108,2203108,0.999750807,161
15_20.bin.16.orig.fa,20_30.bin.162.strict.fa,1984323,17747,0.55103827,0.9006926,0.9910564,3601062,2203108,0.900692567,161
20_30.bin.162.strict.fa,15_20.bin.16.orig.fa,1984647,17784,0.9008396,0.55112827,0.9910392,2203108,3601062,0.900839632,161
20_30.bin.162.strict.fa,20_30.bin.162.strict.fa,3600721,120,0.9999053,0.9999053,0.9999667,3601062,3601062,0.999905306,161
15_20.bin.174.orig.fa,15_20.bin.174.orig.fa,3671000,0,0.9999327,0.9999327,1,3671247,3671247,0.99993272,175
15_20.bin.27.orig.fa,15_20.bin.27.orig.fa,3012065,0,0.99962133,0.99962133,1,3013206,3013206,0.999621334,123
15_20.bin.40.strict.fa,15_20.bin.40.strict.fa,1497457,220,0.9997336,0.9997336,0.9998531,1497856,1497856,0.999733619,19
15_20.bin.43.strict.fa,15_20.bin.43.strict.fa,2653462,127,0.99955213,0.99955213,0.99995214,2654651,2654651,0.999552107,125
15_20.bin.48.strict.fa,15_20.bin.48.strict.fa,3962303,168,0.9996768,0.9996768,0.9999576,3963584,3963584,0.999676808,129
15_20.bin.48.strict.fa,20_30.bin.58.orig.fa,2596476,228093,0.32922867,0.6550829,0.9121528,7886543,3963584,0.655082874,129
15_20.bin.48.strict.fa,30_40.bin.94.orig.fa,2628233,232352,0.35283127,0.66309506,0.91159385,7448980,3963584,0.663095067,129
15_20.bin.48.strict.fa,40_50.bin.36.strict.fa,1431774,118993,0.36202818,0.36123216,0.9168912,3954869,3963584,0.362028173,129
15_20.bin.48.strict.fa,50_60.bin.59.strict.fa,2655159,236233,0.3418725,0.66988844,0.9110287,7766518,3963584,0.669888414,129
15_20.bin.48.strict.fa,60_80.bin.59.strict.fa,2599734,230750,0.34659043,0.6559048,0.91124094,7500882,3963584,0.655904858,129
20_30.bin.58.orig.fa,15_20.bin.48.strict.fa,2615225,231010,0.65981317,0.331606,0.9116672,3963584,7886543,0.659813189,129
